"X","name","subtype","length","country","continent","subcluster"
3678,"D.UG.-.K11TMC_206.OP272800","D",3499,"UGANDA","AFRICA",51
3671,"D.UG.-.K11TMC_207.OP272801","D",3509,"UGANDA","AFRICA",48
3699,"D.UG.-.K11TMC_208.OP272802","D",3474,"UGANDA","AFRICA",48
3681,"D.UG.-.K11TMC_209.OP272803","D",3494,"UGANDA","AFRICA",48
3670,"D.UG.-.K11TMC_210.OP272804","D",3518,"UGANDA","AFRICA",48
3672,"D.UG.-.K11TMC_211.OP272805","D",3505,"UGANDA","AFRICA",48
3673,"D.UG.-.K11TMC_212.OP272806","D",3503,"UGANDA","AFRICA",48
3930,"D.UG.-.WHO15_474.U36886","D",2583,"UGANDA","AFRICA",48
3929,"D.UG.-.WHO15_476.U36887","D",2583,"UGANDA","AFRICA",48
3931,"D.UG.-.WHO15_721.U36885","D",2583,"UGANDA","AFRICA",48
3932,"D.UG.-.WHO15_726.U36884","D",2583,"UGANDA","AFRICA",48
3082,"D.UG.1986.002345.OP039432","D",8967,"UGANDA","AFRICA",48
3055,"D.UG.1986.002347.OP039433","D",8982,"UGANDA","AFRICA",48
3042,"D.UG.1986.002348.OP039434","D",8989,"UGANDA","AFRICA",51
3073,"D.UG.1986.002349.OP039435","D",8964,"UGANDA","AFRICA",51
3078,"D.UG.1986.002351.OP039436","D",8971,"UGANDA","AFRICA",51
3081,"D.UG.1986.002352.OP039437","D",8956,"UGANDA","AFRICA",51
3106,"D.UG.1986.002354.OP039438","D",8949,"UGANDA","AFRICA",51
3068,"D.UG.1986.002359.OP039441","D",8957,"UGANDA","AFRICA",51
3057,"D.UG.1986.002360.OP039442","D",8989,"UGANDA","AFRICA",51
3063,"D.UG.1986.002361.OP039443","D",8971,"UGANDA","AFRICA",51
3093,"D.UG.1986.002362.OP039444","D",8958,"UGANDA","AFRICA",51
3109,"D.UG.1986.002364.OP039446","D",8940,"UGANDA","AFRICA",51
3087,"D.UG.1986.002365.OP039447","D",8965,"UGANDA","AFRICA",46
3197,"D.UG.1986.002368.OP039449","D",8723,"UGANDA","AFRICA",46
3167,"D.UG.1986.002369.OP039450","D",8796,"UGANDA","AFRICA",46
3156,"D.UG.1986.002371.OP039452","D",8803,"UGANDA","AFRICA",46
3090,"D.UG.1986.002372.OP039453","D",8957,"UGANDA","AFRICA",46
3108,"D.UG.1986.002382.OP039456","D",8946,"UGANDA","AFRICA",46
3105,"D.UG.1986.002387.OP039459","D",8954,"UGANDA","AFRICA",46
3166,"D.UG.1986.002389.OP039460","D",8795,"UGANDA","AFRICA",46
3150,"D.UG.1986.002396.OP039465","D",8803,"UGANDA","AFRICA",46
3035,"D.UG.1986.002405.OP039470","D",9013,"UGANDA","AFRICA",46
3084,"D.UG.1986.002406.OP039471","D",8963,"UGANDA","AFRICA",46
3018,"D.UG.1986.002407.OP039472","D",9416,"UGANDA","AFRICA",46
3046,"D.UG.1986.002410.OP039475","D",9002,"UGANDA","AFRICA",46
3107,"D.UG.1986.002414.OP039476","D",8940,"UGANDA","AFRICA",46
3049,"D.UG.1986.002417.OP039478","D",8987,"UGANDA","AFRICA",46
3043,"D.UG.1986.002426.OP039482","D",9006,"UGANDA","AFRICA",46
3116,"D.UG.1986.002427.OP039483","D",8935,"UGANDA","AFRICA",46
3036,"D.UG.1986.002428.OP039484","D",9019,"UGANDA","AFRICA",51
3041,"D.UG.1986.002430.OP039486","D",9009,"UGANDA","AFRICA",46
3115,"D.UG.1986.2029.OP039379","D",8909,"UGANDA","AFRICA",51
3120,"D.UG.1986.2030.OP039380","D",8879,"UGANDA","AFRICA",51
3110,"D.UG.1986.2031.OP039381","D",8906,"UGANDA","AFRICA",51
3064,"D.UG.1986.2032.OP039382","D",8951,"UGANDA","AFRICA",51
3059,"D.UG.1986.2033.OP039383","D",8966,"UGANDA","AFRICA",51
3184,"D.UG.1986.2036.OP039385","D",8752,"UGANDA","AFRICA",51
3114,"D.UG.1986.2038.OP039387","D",8943,"UGANDA","AFRICA",51
3028,"D.UG.1986.2039.OP039388","D",9050,"UGANDA","AFRICA",51
3089,"D.UG.1986.2040.OP039389","D",8959,"UGANDA","AFRICA",46
3032,"D.UG.1986.2041.OP039390","D",9032,"UGANDA","AFRICA",51
3040,"D.UG.1986.2042.OP039391","D",9004,"UGANDA","AFRICA",46
3047,"D.UG.1986.2043.OP039392","D",9009,"UGANDA","AFRICA",46
3038,"D.UG.1986.2044.OP039393","D",9017,"UGANDA","AFRICA",48
3069,"D.UG.1986.2045.OP039394","D",8975,"UGANDA","AFRICA",48
3086,"D.UG.1986.2048.OP039397","D",8854,"UGANDA","AFRICA",46
3085,"D.UG.1986.2054.OP039400","D",8954,"UGANDA","AFRICA",46
3052,"D.UG.1986.2056.OP039402","D",8994,"UGANDA","AFRICA",51
3079,"D.UG.1986.2057.OP039403","D",8960,"UGANDA","AFRICA",51
3051,"D.UG.1986.2058.OP039404","D",9004,"UGANDA","AFRICA",51
3030,"D.UG.1986.2064.OP039405","D",9054,"UGANDA","AFRICA",51
3060,"D.UG.1986.2079.OP039409","D",8976,"UGANDA","AFRICA",51
3176,"D.UG.1986.2082.OP039411","D",8754,"UGANDA","AFRICA",51
3171,"D.UG.1986.2083.OP039412","D",8783,"UGANDA","AFRICA",51
3056,"D.UG.1986.2085.OP039414","D",8980,"UGANDA","AFRICA",51
3117,"D.UG.1986.2097.OP039416","D",8798,"UGANDA","AFRICA",51
3065,"D.UG.1986.2100.OP039418","D",8976,"UGANDA","AFRICA",51
3058,"D.UG.1986.2102.OP039419","D",8990,"UGANDA","AFRICA",51
3104,"D.UG.1986.2103.OP039420","D",8958,"UGANDA","AFRICA",51
3044,"D.UG.1986.2106.OP039421","D",8994,"UGANDA","AFRICA",51
3123,"D.UG.1986.2107.OP039422","D",8894,"UGANDA","AFRICA",51
3053,"D.UG.1986.2108.OP039423","D",8973,"UGANDA","AFRICA",51
3072,"D.UG.1986.2109.OP039424","D",8966,"UGANDA","AFRICA",51
3050,"D.UG.1986.2111.OP039426","D",9000,"UGANDA","AFRICA",51
3054,"D.UG.1986.2112.OP039427","D",8990,"UGANDA","AFRICA",51
3228,"D.UG.1986.2113.OP039428","D",8238,"UGANDA","AFRICA",46
3074,"D.UG.1986.2114.OP039429","D",8968,"UGANDA","AFRICA",51
3071,"D.UG.1986.2115.OP039430","D",8965,"UGANDA","AFRICA",51
3083,"D.UG.1986.2116.OP039431","D",8945,"UGANDA","AFRICA",51
3728,"D.UG.1990.UG269A.L22949","D",3132,"UGANDA","AFRICA",51
3719,"D.UG.1990.UG274A2.L22950","D",3288,"UGANDA","AFRICA",51
3012,"D.UG.1991.UG270.AB485650","D",9688,"UGANDA","AFRICA",51
3013,"D.UG.1991.UG270.AB485651","D",9683,"UGANDA","AFRICA",51
3006,"D.UG.1992.92UG001.AJ320484","D",9745,"UGANDA","AFRICA",51
3946,"D.UG.1992.92UG001.AY494965","D",2580,"UGANDA","AFRICA",51
3779,"D.UG.1992.92UG021_16.U27399","D",2806,"UGANDA","AFRICA",51
3973,"D.UG.1993.065.JQ715378","D",2577,"UGANDA","AFRICA",51
3163,"D.UG.1993.93UG_065.AY713418","D",8804,"UGANDA","AFRICA",51
3983,"D.UG.1993.93UG065.EC3.MK501562","D",2577,"UGANDA","AFRICA",51
3970,"D.UG.1993.93UG065_eC3.HM215353","D",2577,"UGANDA","AFRICA",51
3111,"D.UG.1994.94UG114.U88824","D",8952,"UGANDA","AFRICA",51
3009,"D.UG.1995.42-877.MH705143","D",9725,"UGANDA","AFRICA",51
3934,"D.UG.1996.H23708_A6.GQ245681","D",2583,"UGANDA","AFRICA",51
3897,"D.UG.1997.183MPC04.EU852970","D",2586,"UGANDA","AFRICA",51
3998,"D.UG.1997.295FP01.EU852982","D",2574,"UGANDA","AFRICA",51
3871,"D.UG.1997.326MPC06.EU853015","D",2589,"UGANDA","AFRICA",51
3943,"D.UG.1997.326MPC07.EU853014","D",2580,"UGANDA","AFRICA",51
3836,"D.UG.1998.372FPC01.EU853085","D",2604,"UGANDA","AFRICA",51
3860,"D.UG.1998.372FPC02.EU853078","D",2592,"UGANDA","AFRICA",51
3896,"D.UG.1998.372FPC03.EU853079","D",2586,"UGANDA","AFRICA",51
3895,"D.UG.1998.372FPC04.EU853080","D",2586,"UGANDA","AFRICA",51
3894,"D.UG.1998.372FPC06.EU853081","D",2586,"UGANDA","AFRICA",51
3859,"D.UG.1998.372FPC07.EU853082","D",2592,"UGANDA","AFRICA",51
3893,"D.UG.1998.372FPC08.EU853083","D",2586,"UGANDA","AFRICA",51
3858,"D.UG.1998.372FPC10.EU853084","D",2592,"UGANDA","AFRICA",51
3892,"D.UG.1998.372MIC01.EU853087","D",2586,"UGANDA","AFRICA",51
3942,"D.UG.1998.372MIC02.EU853088","D",2580,"UGANDA","AFRICA",51
3941,"D.UG.1998.372MIC05.EU853089","D",2580,"UGANDA","AFRICA",49
3837,"D.UG.1998.372MIC06.EU853090","D",2601,"UGANDA","AFRICA",49
3928,"D.UG.1998.372MIC07.EU853091","D",2583,"UGANDA","AFRICA",49
3940,"D.UG.1998.372MIC08.EU853092","D",2580,"UGANDA","AFRICA",49
3939,"D.UG.1998.372MIC10.EU853093","D",2580,"UGANDA","AFRICA",49
3857,"D.UG.1998.372MIC12.EU853086","D",2592,"UGANDA","AFRICA",49
3826,"D.UG.1998.57128.JQ715370","D",2610,"UGANDA","AFRICA",49
3827,"D.UG.1998.57128.VRC15.MK501557","D",2610,"UGANDA","AFRICA",46
3825,"D.UG.1998.98UG_57128.AY736829","D",2610,"UGANDA","AFRICA",49
3158,"D.UG.1998.98UG57128.AF484502","D",8811,"UGANDA","AFRICA",49
3152,"D.UG.1998.98UG57130.AF484504","D",8827,"UGANDA","AFRICA",49
3151,"D.UG.1998.98UG57131.AF484505","D",8827,"UGANDA","AFRICA",49
3145,"D.UG.1998.98UG57132.AF484506","D",8836,"UGANDA","AFRICA",49
3172,"D.UG.1998.98UG57140.AF484511","D",8788,"UGANDA","AFRICA",49
3175,"D.UG.1998.98UG57143.AF484514","D",8786,"UGANDA","AFRICA",49
3182,"D.UG.1998.98UG57146.AF484513","D",8768,"UGANDA","AFRICA",49
3164,"D.UG.1998.99UGJ32228.AF484516","D",8798,"UGANDA","AFRICA",49
3945,"D.UG.1999.99UG_A08483M1.AY736827","D",2579,"UGANDA","AFRICA",49
3170,"D.UG.1999.99UGA03349.AF484518","D",8789,"UGANDA","AFRICA",49
3169,"D.UG.1999.99UGA07412.AF484477","D",8764,"UGANDA","AFRICA",49
3155,"D.UG.1999.99UGA08483.AY304496","D",8814,"UGANDA","AFRICA",49
3165,"D.UG.1999.99UGB21875.AF484480","D",8799,"UGANDA","AFRICA",49
3161,"D.UG.1999.99UGB25647.AF484481","D",8806,"UGANDA","AFRICA",49
3195,"D.UG.1999.99UGB32394.AF484483","D",8750,"UGANDA","AFRICA",49
3154,"D.UG.1999.99UGD23550.AF484485","D",8825,"UGANDA","AFRICA",49
3146,"D.UG.1999.99UGD26830.AF484486","D",8831,"UGANDA","AFRICA",49
3178,"D.UG.1999.99UGE08364.AF484487","D",8780,"UGANDA","AFRICA",49
3180,"D.UG.1999.99UGE13613.AF484515","D",8774,"UGANDA","AFRICA",49
3159,"D.UG.1999.99UGE23438.AF484489","D",8811,"UGANDA","AFRICA",49
3157,"D.UG.1999.99UGF03726.AF484519","D",8812,"UGANDA","AFRICA",49
3144,"D.UG.1999.99UGF05734.AF484490","D",8840,"UGANDA","AFRICA",49
3181,"D.UG.1999.99UGG10555.AF484494","D",8770,"UGANDA","AFRICA",49
3160,"D.UG.1999.99UGG35093.AF484495","D",8807,"UGANDA","AFRICA",49
3162,"D.UG.1999.99UGJ27597.AF484497","D",8805,"UGANDA","AFRICA",49
3153,"D.UG.1999.99UGK09259.AF484498","D",8827,"UGANDA","AFRICA",49
3177,"D.UG.1999.99UGK09958.AF484499","D",8782,"UGANDA","AFRICA",49
3950,"D.UG.1999.A08483M1.JQ715383","D",2580,"UGANDA","AFRICA",49
3951,"D.UG.1999.A08483M1.VRC09A.MK501564","D",2580,"UGANDA","AFRICA",49
3947,"D.UG.1999.A08483M1_C9.HM215358","D",2580,"UGANDA","AFRICA",49
3974,"D.UG.2001.231965_C01.JQ361079","D",2577,"UGANDA","AFRICA",49
3927,"D.UG.2001.605FIC10.EU853124","D",2583,"UGANDA","AFRICA",49
3968,"D.UG.2001.605FIC12.EU853125","D",2577,"UGANDA","AFRICA",49
3969,"D.UG.2001.605FIC9.EU853123","D",2577,"UGANDA","AFRICA",49
3997,"D.UG.2001.605MPC6.EU853115","D",2574,"UGANDA","AFRICA",49
3856,"D.UG.2001.605MPC9.EU853116","D",2592,"UGANDA","AFRICA",49
3535,"D.UG.2005.0B190049_3_B1.JX202955","D",4564,"UGANDA","AFRICA",49
3525,"D.UG.2005.0B190049_3_B12.JX202956","D",4564,"UGANDA","AFRICA",49
3534,"D.UG.2005.0B190049_3_B13.JX202957","D",4564,"UGANDA","AFRICA",49
3524,"D.UG.2005.0B190049_3_B15.JX202958","D",4564,"UGANDA","AFRICA",49
3533,"D.UG.2005.0B190049_3_B16.JX202959","D",4564,"UGANDA","AFRICA",49
3523,"D.UG.2005.0B190049_3_B17.JX202960","D",4564,"UGANDA","AFRICA",51
3532,"D.UG.2005.0B190049_3_B18.JX202961","D",4564,"UGANDA","AFRICA",49
3522,"D.UG.2005.0B190049_3_B19.JX202962","D",4564,"UGANDA","AFRICA",51
3531,"D.UG.2005.0B190049_3_B2.JX202963","D",4564,"UGANDA","AFRICA",51
3521,"D.UG.2005.0B190049_3_B20.JX202964","D",4564,"UGANDA","AFRICA",51
3530,"D.UG.2005.0B190049_3_B21.JX202965","D",4564,"UGANDA","AFRICA",51
3520,"D.UG.2005.0B190049_3_B23.JX202966","D",4564,"UGANDA","AFRICA",51
3529,"D.UG.2005.0B190049_3_B24.JX202967","D",4564,"UGANDA","AFRICA",51
3519,"D.UG.2005.0B190049_3_B26.JX202968","D",4564,"UGANDA","AFRICA",51
3528,"D.UG.2005.0B190049_3_B27.JX202969","D",4564,"UGANDA","AFRICA",51
3518,"D.UG.2005.0B190049_3_B4.JX202970","D",4564,"UGANDA","AFRICA",51
3514,"D.UG.2005.0B190049_3_B5.JX202971","D",4565,"UGANDA","AFRICA",51
3517,"D.UG.2005.0B190049_3_B6.JX202972","D",4564,"UGANDA","AFRICA",51
3527,"D.UG.2005.0B190049_3_B7.JX202973","D",4564,"UGANDA","AFRICA",51
3516,"D.UG.2005.0B190049_3_B8.JX202974","D",4564,"UGANDA","AFRICA",51
3526,"D.UG.2005.0B190049_3_B9.JX202975","D",4564,"UGANDA","AFRICA",51
3547,"D.UG.2005.0B190049_5_G1.JX202796","D",4412,"UGANDA","AFRICA",51
3558,"D.UG.2005.0B190049_5_G2.JX202797","D",4412,"UGANDA","AFRICA",51
3546,"D.UG.2005.0B190049_5_G3.JX202798","D",4412,"UGANDA","AFRICA",51
3557,"D.UG.2005.0B190049_5_J1.JX202799","D",4412,"UGANDA","AFRICA",51
3545,"D.UG.2005.0B190049_5_J12.JX202800","D",4412,"UGANDA","AFRICA",51
3556,"D.UG.2005.0B190049_5_J13.JX202801","D",4412,"UGANDA","AFRICA",51
3560,"D.UG.2005.0B190049_5_J14.JX202802","D",4407,"UGANDA","AFRICA",51
3555,"D.UG.2005.0B190049_5_J15.JX202803","D",4412,"UGANDA","AFRICA",51
3544,"D.UG.2005.0B190049_5_J17.JX202804","D",4412,"UGANDA","AFRICA",51
3554,"D.UG.2005.0B190049_5_J18.JX202805","D",4412,"UGANDA","AFRICA",46
3543,"D.UG.2005.0B190049_5_J2.JX202806","D",4412,"UGANDA","AFRICA",51
3553,"D.UG.2005.0B190049_5_J20.JX202807","D",4412,"UGANDA","AFRICA",51
3559,"D.UG.2005.0B190049_5_J22.JX202808","D",4410,"UGANDA","AFRICA",51
3552,"D.UG.2005.0B190049_5_J23.JX202809","D",4412,"UGANDA","AFRICA",51
3542,"D.UG.2005.0B190049_5_J24.JX202810","D",4412,"UGANDA","AFRICA",51
3551,"D.UG.2005.0B190049_5_J3.JX202811","D",4412,"UGANDA","AFRICA",51
3541,"D.UG.2005.0B190049_5_J4.JX202812","D",4412,"UGANDA","AFRICA",51
3550,"D.UG.2005.0B190049_5_J5.JX202813","D",4412,"UGANDA","AFRICA",51
3540,"D.UG.2005.0B190049_5_J6.JX202814","D",4412,"UGANDA","AFRICA",51
3549,"D.UG.2005.0B190049_5_J7.JX202815","D",4412,"UGANDA","AFRICA",51
3539,"D.UG.2005.0B190049_5_J8.JX202816","D",4412,"UGANDA","AFRICA",51
3548,"D.UG.2005.0B190049_5_J9.JX202817","D",4412,"UGANDA","AFRICA",51
3125,"D.UG.2005.DEMD05UG001.KF716501","D",8915,"UGANDA","AFRICA",51
3014,"D.UG.2005.p190049.JX236668","D",9674,"UGANDA","AFRICA",51
3343,"D.UG.2006.270015.MW316920","D",5130,"UGANDA","AFRICA",51
3982,"D.UG.2006.890MP1.KF986074","D",2577,"UGANDA","AFRICA",51
3981,"D.UG.2006.890MP2.KF986075","D",2577,"UGANDA","AFRICA",51
3980,"D.UG.2006.890MP3.KF986076","D",2577,"UGANDA","AFRICA",51
3979,"D.UG.2006.890MP4.KF986077","D",2577,"UGANDA","AFRICA",51
3978,"D.UG.2006.890MP5.KF986078","D",2577,"UGANDA","AFRICA",51
3977,"D.UG.2006.890MP6.KF986079","D",2577,"UGANDA","AFRICA",51
3976,"D.UG.2006.890MP7.KF986080","D",2577,"UGANDA","AFRICA",46
3975,"D.UG.2006.890MP9.KF986081","D",2577,"UGANDA","AFRICA",46
3439,"D.UG.2007.00C191647_V3_3A11.JX203180","D",4645,"UGANDA","AFRICA",48
3437,"D.UG.2007.00C191647_V3_3A12.JX203181","D",4646,"UGANDA","AFRICA",48
3425,"D.UG.2007.00C191647_V3_3A13.JX203182","D",4646,"UGANDA","AFRICA",48
3410,"D.UG.2007.00C191647_V3_3A14.JX203183","D",4648,"UGANDA","AFRICA",48
3424,"D.UG.2007.00C191647_V3_3A2.JX203184","D",4646,"UGANDA","AFRICA",48
3436,"D.UG.2007.00C191647_V3_3A4.JX203185","D",4646,"UGANDA","AFRICA",48
3409,"D.UG.2007.00C191647_V3_3A5.JX203186","D",4648,"UGANDA","AFRICA",48
3413,"D.UG.2007.00C191647_V3_3A6.JX203187","D",4647,"UGANDA","AFRICA",48
3423,"D.UG.2007.00C191647_V3_3A7.JX203188","D",4646,"UGANDA","AFRICA",48
3412,"D.UG.2007.00C191647_V3_3A8.JX203189","D",4647,"UGANDA","AFRICA",48
3411,"D.UG.2007.00C191647_V3_3A9.JX203190","D",4647,"UGANDA","AFRICA",48
3492,"D.UG.2007.0B191647_3_A1.JX202976","D",4595,"UGANDA","AFRICA",48
3506,"D.UG.2007.0B191647_3_A2.JX202977","D",4591,"UGANDA","AFRICA",48
3508,"D.UG.2007.0B191647_3_A3.JX202978","D",4590,"UGANDA","AFRICA",48
3500,"D.UG.2007.0B191647_3_A4.JX202979","D",4592,"UGANDA","AFRICA",48
3496,"D.UG.2007.0B191647_3_A5.JX202980","D",4593,"UGANDA","AFRICA",48
3490,"D.UG.2007.0B191647_3_A6.JX202981","D",4597,"UGANDA","AFRICA",48
3499,"D.UG.2007.0B191647_3_A7.JX202982","D",4592,"UGANDA","AFRICA",48
3505,"D.UG.2007.0B191647_3_A8.JX202983","D",4591,"UGANDA","AFRICA",48
3498,"D.UG.2007.0B191647_3_E10.JX202984","D",4592,"UGANDA","AFRICA",48
3510,"D.UG.2007.0B191647_3_E11.JX202985","D",4590,"UGANDA","AFRICA",48
3497,"D.UG.2007.0B191647_3_E12.JX202986","D",4592,"UGANDA","AFRICA",48
3504,"D.UG.2007.0B191647_3_E13.JX202987","D",4591,"UGANDA","AFRICA",46
3511,"D.UG.2007.0B191647_3_E14.JX202988","D",4584,"UGANDA","AFRICA",48
3493,"D.UG.2007.0B191647_3_E15.JX202989","D",4594,"UGANDA","AFRICA",48
3495,"D.UG.2007.0B191647_3_E16.JX202990","D",4593,"UGANDA","AFRICA",48
3509,"D.UG.2007.0B191647_3_E18.JX202991","D",4590,"UGANDA","AFRICA",48
3507,"D.UG.2007.0B191647_3_E2.JX202992","D",4590,"UGANDA","AFRICA",48
3503,"D.UG.2007.0B191647_3_E3.JX202993","D",4591,"UGANDA","AFRICA",48
3501,"D.UG.2007.0B191647_3_E4.JX202994","D",4591,"UGANDA","AFRICA",48
3513,"D.UG.2007.0B191647_3_E5.JX202995","D",4582,"UGANDA","AFRICA",48
3512,"D.UG.2007.0B191647_3_E6.JX202996","D",4582,"UGANDA","AFRICA",48
3502,"D.UG.2007.0B191647_3_E8.JX202997","D",4591,"UGANDA","AFRICA",48
3494,"D.UG.2007.0B191647_3_E9.JX202998","D",4593,"UGANDA","AFRICA",48
3599,"D.UG.2007.0B191647_5_C1.JX202818","D",4390,"UGANDA","AFRICA",48
3606,"D.UG.2007.0B191647_5_C10.JX202819","D",4390,"UGANDA","AFRICA",48
3598,"D.UG.2007.0B191647_5_C11.JX202820","D",4390,"UGANDA","AFRICA",48
3605,"D.UG.2007.0B191647_5_C12.JX202821","D",4390,"UGANDA","AFRICA",48
3597,"D.UG.2007.0B191647_5_C2.JX202822","D",4390,"UGANDA","AFRICA",48
3604,"D.UG.2007.0B191647_5_C3.JX202823","D",4390,"UGANDA","AFRICA",48
3596,"D.UG.2007.0B191647_5_C4.JX202824","D",4390,"UGANDA","AFRICA",48
3608,"D.UG.2007.0B191647_5_C6.JX202825","D",4388,"UGANDA","AFRICA",48
3595,"D.UG.2007.0B191647_5_C7.JX202826","D",4390,"UGANDA","AFRICA",48
3611,"D.UG.2007.0B191647_5_C8.JX202827","D",4376,"UGANDA","AFRICA",48
3594,"D.UG.2007.0B191647_5_C9.JX202828","D",4390,"UGANDA","AFRICA",48
3603,"D.UG.2007.0B191647_5_F1.JX202829","D",4390,"UGANDA","AFRICA",48
3593,"D.UG.2007.0B191647_5_F2.JX202830","D",4390,"UGANDA","AFRICA",48
3602,"D.UG.2007.0B191647_5_F3.JX202831","D",4390,"UGANDA","AFRICA",48
3592,"D.UG.2007.0B191647_5_F5.JX202832","D",4390,"UGANDA","AFRICA",48
3601,"D.UG.2007.0B191647_5_F6.JX202833","D",4390,"UGANDA","AFRICA",48
3591,"D.UG.2007.0B191647_5_F7.JX202834","D",4390,"UGANDA","AFRICA",48
3600,"D.UG.2007.0B191647_5_F8.JX202835","D",4390,"UGANDA","AFRICA",48
3590,"D.UG.2007.0B191647_5_F9.JX202836","D",4390,"UGANDA","AFRICA",48
3488,"D.UG.2007.0B191727_3_D1.JX202999","D",4618,"UGANDA","AFRICA",48
3470,"D.UG.2007.0B191727_3_D10.JX203000","D",4618,"UGANDA","AFRICA",48
3451,"D.UG.2007.0B191727_3_D12.JX203001","D",4630,"UGANDA","AFRICA",48
3469,"D.UG.2007.0B191727_3_D13.JX203002","D",4618,"UGANDA","AFRICA",48
3487,"D.UG.2007.0B191727_3_D14.JX203003","D",4618,"UGANDA","AFRICA",48
3450,"D.UG.2007.0B191727_3_D16.JX203004","D",4630,"UGANDA","AFRICA",48
3486,"D.UG.2007.0B191727_3_D2.JX203005","D",4616,"UGANDA","AFRICA",48
3468,"D.UG.2007.0B191727_3_D3.JX203006","D",4618,"UGANDA","AFRICA",48
3485,"D.UG.2007.0B191727_3_D4.JX203007","D",4618,"UGANDA","AFRICA",48
3453,"D.UG.2007.0B191727_3_D5.JX203008","D",4619,"UGANDA","AFRICA",48
3484,"D.UG.2007.0B191727_3_D6.JX203009","D",4618,"UGANDA","AFRICA",48
3449,"D.UG.2007.0B191727_3_D7.JX203010","D",4630,"UGANDA","AFRICA",48
3483,"D.UG.2007.0B191727_3_D8.JX203011","D",4618,"UGANDA","AFRICA",48
3467,"D.UG.2007.0B191727_3_D9.JX203012","D",4618,"UGANDA","AFRICA",48
3482,"D.UG.2007.0B191727_3_M1.JX203013","D",4618,"UGANDA","AFRICA",48
3466,"D.UG.2007.0B191727_3_M2.JX203014","D",4618,"UGANDA","AFRICA",46
3481,"D.UG.2007.0B191727_3_M3.JX203015","D",4618,"UGANDA","AFRICA",48
3491,"D.UG.2007.0B191727_3_M4.JX203016","D",4596,"UGANDA","AFRICA",48
3443,"D.UG.2007.0B191727_3_M5.JX203017","D",4642,"UGANDA","AFRICA",46
3465,"D.UG.2007.0B191727_3_M6.JX203018","D",4618,"UGANDA","AFRICA",48
3480,"D.UG.2007.0B191727_3_M7.JX203019","D",4618,"UGANDA","AFRICA",48
3464,"D.UG.2007.0B191727_3_M8.JX203020","D",4618,"UGANDA","AFRICA",48
3446,"D.UG.2007.0B191727_3_P1.JX203021","D",4639,"UGANDA","AFRICA",48
3444,"D.UG.2007.0B191727_3_P10.JX203022","D",4639,"UGANDA","AFRICA",48
3479,"D.UG.2007.0B191727_3_P12.JX203023","D",4618,"UGANDA","AFRICA",48
3463,"D.UG.2007.0B191727_3_P14.JX203024","D",4618,"UGANDA","AFRICA",48
3478,"D.UG.2007.0B191727_3_P15.JX203025","D",4618,"UGANDA","AFRICA",48
3462,"D.UG.2007.0B191727_3_P16.JX203026","D",4618,"UGANDA","AFRICA",48
3477,"D.UG.2007.0B191727_3_P2.JX203027","D",4617,"UGANDA","AFRICA",48
3461,"D.UG.2007.0B191727_3_P4.JX203028","D",4618,"UGANDA","AFRICA",48
3445,"D.UG.2007.0B191727_3_P5.JX203029","D",4639,"UGANDA","AFRICA",48
3489,"D.UG.2007.0B191727_3_P8.JX203030","D",4607,"UGANDA","AFRICA",48
3448,"D.UG.2007.0B191727_3_S15.JX203031","D",4631,"UGANDA","AFRICA",48
3460,"D.UG.2007.0B191727_3_S18.JX203032","D",4618,"UGANDA","AFRICA",48
3442,"D.UG.2007.0B191727_3_S19.JX203033","D",4642,"UGANDA","AFRICA",48
3459,"D.UG.2007.0B191727_3_S20.JX203034","D",4618,"UGANDA","AFRICA",48
3476,"D.UG.2007.0B191727_3_S21.JX203035","D",4618,"UGANDA","AFRICA",48
3452,"D.UG.2007.0B191727_3_T1.JX203036","D",4621,"UGANDA","AFRICA",48
3475,"D.UG.2007.0B191727_3_T10.JX203037","D",4618,"UGANDA","AFRICA",48
3458,"D.UG.2007.0B191727_3_T11.JX203038","D",4618,"UGANDA","AFRICA",48
3441,"D.UG.2007.0B191727_3_T12.JX203039","D",4642,"UGANDA","AFRICA",48
3440,"D.UG.2007.0B191727_3_T13.JX203040","D",4642,"UGANDA","AFRICA",48
3474,"D.UG.2007.0B191727_3_T15.JX203041","D",4618,"UGANDA","AFRICA",48
3457,"D.UG.2007.0B191727_3_T19.JX203042","D",4618,"UGANDA","AFRICA",48
3473,"D.UG.2007.0B191727_3_T2.JX203043","D",4618,"UGANDA","AFRICA",48
3456,"D.UG.2007.0B191727_3_T20.JX203044","D",4618,"UGANDA","AFRICA",48
3472,"D.UG.2007.0B191727_3_T3.JX203045","D",4618,"UGANDA","AFRICA",48
3455,"D.UG.2007.0B191727_3_T5.JX203046","D",4618,"UGANDA","AFRICA",48
3471,"D.UG.2007.0B191727_3_T6.JX203047","D",4618,"UGANDA","AFRICA",48
3454,"D.UG.2007.0B191727_3_T9.JX203048","D",4618,"UGANDA","AFRICA",48
3639,"D.UG.2007.0B191727_5_C1.JX202837","D",4359,"UGANDA","AFRICA",46
3626,"D.UG.2007.0B191727_5_C2.JX202838","D",4359,"UGANDA","AFRICA",48
3638,"D.UG.2007.0B191727_5_C3.JX202839","D",4359,"UGANDA","AFRICA",46
3625,"D.UG.2007.0B191727_5_C4.JX202840","D",4359,"UGANDA","AFRICA",46
